Tahun;Provinsi;Kabupaten/Kota;Sisa Makanan (%);Kayu-Ranting (%);Kertas-Karton (%);Plastik(%);Logam(%);Kain(%);Karet- Kulit (%);Kaca(%);Lainnya(%)
2020;Sumatera Utara;Kota Sibolga;;;;;;;;;
2020;Sumatera Utara;Kota Tebing Tinggi;62,7;1,73;11,43;16,65;0,73;2,6;0,71;1,83;1,62
2020;Sumatera Barat;Kab. Pesisir Selatan;20,4;19,6;23;19;16;0,42;1,58;;
2020;Sumatera Barat;Kab. Sijunjung;20,8;18,6;38,4;19,6;1,9;0,3;0,4;;
2020;Sumatera Barat;Kab. Tanah Datar;69,34;;8,63;6;2,24;1,57;;3,33;8,89
2020;Sumatera Barat;Kab. Agam;;;;;;;;;
2020;Sumatera Barat;Kab. Lima Puluh Kota;40;17;10;16;4;3;2;2;6
2020;Sumatera Barat;Kab. Dharmasraya;;;20;30;45;;;;
2020;Sumatera Barat;Kab. Pasaman Barat;30;10;20;30;5;;;;5
2020;Sumatera Barat;Kota Padang;62;8,3;6,1;12,6;0,2;2,8;1,5;2,4;4,1
2020;Sumatera Barat;Kota Solok;46,07;11,56;9,28;22,32;0,6;0,54;0,1;1,1;8,43
2020;Sumatera Barat;Kota Sawahlunto;;;;;;;;;
2020;Sumatera Barat;Kota Padang Panjang;43,15;23,56;14,35;12,67;1,5;0,95;0,8;1,19;1,83
2020;Sumatera Barat;Kota Bukittinggi;61,81;1,1;16,79;17,74;0,46;0,9;;0,51;0,69
2020;Sumatera Barat;Kota Payakumbuh;51,62;7,43;11,42;21,54;0,65;1,56;0,57;0,87;4,34
2020;Riau;Kab. Kampar;20;10;5;35;10;5;5;5;5
2020;Riau;Kab. Indragiri Hilir;;;36;33;12;;;;
2020;Riau;Kab. Pelalawan;10;18;20;30;6;3;5;3;5
2020;Riau;Kab. Siak;39;15;10;26;1;2;2;3;2
2020;Riau;Kab. Kuantan Singingi;;;;;;;;;
2020;Riau;Kota Pekanbaru;;;;;;;;;
2020;Riau;Kota Dumai;;;;;;;;;
2020;Jambi;Kab. Merangin;26,5;15;14,5;23;4,5;3;2,5;1;10
2020;Jambi;Kab. Sarolangun;;;;;;;;;
2020;Jambi;Kab. Batanghari;36;15;18,8;14;3,2;3;2;2;6
2020;Jambi;Kab. Muaro Jambi;;;;;;;;;
2020;Jambi;Kab. Tanjung Jabung Barat;5;8;30;30;3;6;10;2;6
2020;Jambi;Kab. Bungo;63,13;13,25;1,42;4,48;5,88;3,83;5,73;1,38;0,9
2020;Jambi;Kab. Tebo;;;;;;;;;
2020;Jambi;Kota Sungai Penuh;;;;;;;;;
2020;Sumatera Selatan;Kab. Ogan Komering Ulu;;;;;;;;;
2020;Sumatera Selatan;Kab. Muara Enim;61,02;8,07;7,38;17,18;1,14;1,33;0,36;0,31;3,21
2020;Sumatera Selatan;Kab. Musi Rawas;41,18;5,08;1,07;9,63;19,79;0,53;3,74;17,38;1,6
2020;Sumatera Selatan;Kab. Musi Banyuasin;58,3;4,8;9,1;21,2;1,1;3;0,8;0,8;0,9
2020;Sumatera Selatan;Kab. Banyuasin;38,12;8,46;16,65;13,39;0,95;1,25;1,97;1,26;17,95
2020;Sumatera Selatan;Kab. Ogan Komering Ulu Timur;1;5;7;7;1;1;2;1;75
2020;Sumatera Selatan;Kab. Ogan Ilir;30;15;10;10;5;5;5;5;15
2020;Sumatera Selatan;Kab. Empat Lawang;;;;;;;;;
2020;Sumatera Selatan;Kota Palembang;55;5;10;14;5;4;3;2;2
2020;Sumatera Selatan;Kota Prabumulih;61,5;5,8;2,7;25,4;0,4;0,9;0,2;0,3;2,8
2020;Bengkulu;Kab. Lebong;;;;;;;;;
2020;Bengkulu;Kab. Kepahiang;;;;;;;;;
2020;Bengkulu;Kab. Bengkulu Tengah;20,2;45;15;18;1;0,5;0,1;0,2;
2020;Lampung;Kab. Lampung Barat;25;20;15;35;2;0,5;0,5;0,2;1,8
2020;Lampung;Kab. Way Kanan;0,58;0,16;0,05;0,12;0;0,04;0,02;0,02;0,01
2020;Lampung;Kab. Pesawaran;29;31;10;20;3;1;2;2;2
2020;Lampung;Kota Bandar Lampung;40,4;12,9;11,7;17,4;3,1;2,5;1,8;2,3;7,9
2020;Lampung;Kota Metro;56,47;6,24;9,4;24,07;0,56;1,25;0,27;0,88;0,86
2020;Kepulauan Bangka Belitung;Kab. Bangka;26,17;11,5;30,86;18,82;0,62;3,79;0,42;0,66;7,16
2020;Kepulauan Bangka Belitung;Kab. Belitung;0,5;75;0,3;0,6;0,03;0,25;0,02;0,3;23
2020;Kepulauan Bangka Belitung;Kab. Bangka Tengah;40;14;10;15;2;12;4;1;2
2020;Kepulauan Bangka Belitung;Kab. Bangka Barat;;;;;;;;;
2020;Kepulauan Bangka Belitung;Kab. Belitung Timur;;;;;;;;;
2020;Kepulauan Bangka Belitung;Kota Pangkal Pinang;51,73;12,8;7,77;9,6;2,28;3,88;6,22;2,26;3,46
2020;Kepulauan Riau;Kab. Bintan;38,8;5,5;24,4;12,4;0,5;5,5;3,9;2,5;6,5
2020;Kepulauan Riau;Kab. Karimun;23;19;24;24,5;4;2,5;1,5;1,2;0,3
2020;Kepulauan Riau;Kab. Natuna;;;;;;;;;
2020;Kepulauan Riau;Kab. Lingga;41,2;13,6;18,3;10,2;1,8;8,9;3,9;1,9;0,2
2020;Kepulauan Riau;Kab. Kepulauan Anambas;;;;;;;;;
2020;Kepulauan Riau;Kota Batam;49;9;10;19;1;2;0;1;9
2020;Kepulauan Riau;Kota Tanjung Pinang;21;37;7;25;3;2;2;1;2
2020;DKI Jakarta;Kab. Adm. Kep. Seribu;23,02;2,97;0,18;0,9;0,08;;;0,65;72,2
2020;DKI Jakarta;Kota Adm. Jakarta Pusat;;;;;;;;;
2020;DKI Jakarta;Kota Adm. Jakarta Utara;;;;;;;;;
2020;DKI Jakarta;Kota Adm. Jakarta Barat;69,77;5,78;3,08;2,97;1,49;2,99;1,25;0,01;12,66
2020;DKI Jakarta;Kota Adm. Jakarta Selatan;;;;;;;;;
2020;DKI Jakarta;Kota Adm. Jakarta Timur;;;;;;;;;
2020;Jawa Barat;Kab. Bandung;43;10;9;20;2;1;;1;14
2020;Jawa Barat;Kab. Ciamis;26,4;0,4;33;5;10,7;6,4;1,7;16,1;0,3
2020;Jawa Barat;Kab. Cirebon;;;;;;;;;
2020;Jawa Barat;Kab. Sumedang;62,27;1,97;9,25;12,57;1,77;0,91;1,25;1,09;8,92
2020;Jawa Barat;Kab. Bekasi;;;;;;;;;
2020;Jawa Barat;Kab. Pangandaran;;;;;;;;;
2020;Jawa Barat;Kota Bogor;20;33,3;19,7;10;1,5;3,5;1;1;10
2020;Jawa Barat;Kota Sukabumi;46,62;15,78;7,97;12,45;0,91;1,66;0,84;1,91;11,86
2020;Jawa Barat;Kota Bandung;44,52;3,98;13,12;16,7;0,9;4,75;2,38;1,97;11,68
2020;Jawa Barat;Kota Depok;62,95;0,57;6,1;21,36;0,14;0,57;0,5;0,57;7,24
2020;Jawa Barat;Kota Cimahi;;;;;;;;;
2020;Jawa Barat;Kota Tasikmalaya;48,7;;5,8;5,4;0,2;1,9;;6,3;31,6
2020;Jawa Barat;Kota Banjar;42,97;10,84;9,41;24,62;1,02;1,18;0,05;2,81;7,09
2020;Jawa Tengah;Kab. Cilacap;57,67;10,63;9,71;16,42;1,33;1,25;0,51;0,65;1,83
2020;Jawa Tengah;Kab. Purworejo;3;67;6;9;4;0,5;0,3;1;8,2
2020;Jawa Tengah;Kab. Wonosobo;40;21,5;15;20;0,2;0,2;0,1;1;2
2020;Jawa Tengah;Kab. Magelang;37,8;3,9;26,2;17,9;1,3;1,1;0,8;2,4;8,6
2020;Jawa Tengah;Kab. Boyolali;;;;;;;;;
2020;Jawa Tengah;Kab. Sukoharjo;60,4;2,63;8,14;15,2;3,18;3,8;4,1;1,2;1,35
2020;Jawa Tengah;Kab. Wonogiri;25;10;20;25;5;5;2,5;5;2,5
2020;Jawa Tengah;Kab. Sragen;74,7;0,8;8,1;11,3;0,5;1,9;0,3;1,8;0,3
2020;Jawa Tengah;Kab. Blora;4;10;35;40;3;2;2;2;2
2020;Jawa Tengah;Kab. Rembang;38,12;1,59;13,38;34,45;0,93;1,88;0,77;1,33;7,55
2020;Jawa Tengah;Kab. Pati;;;;;;;;;
2020;Jawa Tengah;Kab. Kudus;;;;;;;;;
2020;Jawa Tengah;Kab. Jepara;55,08;5,29;11,48;19,63;1,26;2,12;1,02;1,2;2,92
2020;Jawa Tengah;Kab. Semarang;58;5;8,9;19;2,5;3,2;;2,3;0,5
2020;Jawa Tengah;Kab. Temanggung;28,32;33,98;11,4;10,57;1,37;2,4;1,24;2,25;8,38
2020;Jawa Tengah;Kab. Kendal;51,54;19,88;9,49;11,31;1,29;3,09;0,88;2,07;0,45
2020;Jawa Tengah;Kab. Batang;;;;;;;;;
2020;Jawa Tengah;Kab. Pemalang;40;5;10;25;2;4;5;7;2
2020;Jawa Tengah;Kab. Tegal;39;20,8;8,7;14,5;5,2;3,5;4,8;1,6;1,9
2020;Jawa Tengah;Kab. Brebes;1;80;1;15;1;;1;;1
2020;Jawa Tengah;Kota Magelang;33,7;13,3;18,8;21,5;0,8;1,8;0,5;3,7;5,9
2020;Jawa Tengah;Kota Salatiga;;;;;;;;;
2020;Jawa Tengah;Kota Semarang;60,79;;10,18;17,2;1,22;4,94;1;1,79;2,88
2020;D.I. Yogyakarta;Kab. Kulon Progo;67,18;;12,6;17,22;1,68;0,21;;1,11;
2020;D.I. Yogyakarta;Kab. Bantul;60,54;2,8;6,26;24,33;1,66;0,82;0,04;2,34;1,21
2020;D.I. Yogyakarta;Kab. Gunungkidul;;;;;;;;;
2020;D.I. Yogyakarta;Kab. Sleman;;;;;;;;;
2020;D.I. Yogyakarta;Kota Yogyakarta;50,21;10,91;6,18;10,79;2,12;0,68;0,13;10,66;8,32
2020;Jawa Timur;Kab. Pacitan;68,4;2,9;8,3;17;0,5;0,2;0,2;0,5;2
2020;Jawa Timur;Kab. Ponorogo;;;;;;;;;
2020;Jawa Timur;Kab. Trenggalek;32;3;31;29;1;1;1;1;1
2020;Jawa Timur;Kab. Blitar;70,85;1;12,45;7,5;0,9;1,94;0,52;0,92;3,92
2020;Jawa Timur;Kab. Lumajang;42,48;17,52;7,71;18,2;1,16;3,28;1,46;1,52;6,67
2020;Jawa Timur;Kab. Bondowoso;60,22;2,32;7,63;25,3;1,2;1,13;1,2;1;
2020;Jawa Timur;Kab. Situbondo;;;;;;;;;
2020;Jawa Timur;Kab. Probolinggo;20;32;16,6;16,9;0,4;0,5;12;0,2;1,4
2020;Jawa Timur;Kab. Sidoarjo;70,3;1,4;8,5;11;0,2;1,1;0,2;0,5;6,8
2020;Jawa Timur;Kab. Jombang;;;;;;;;;
2020;Jawa Timur;Kab. Nganjuk;7,46;54,13;2,71;6,41;0,23;9,62;0,25;0,74;18,45
2020;Jawa Timur;Kab. Magetan;;;;;;;;;
2020;Jawa Timur;Kab. Ngawi;38,3;3,8;10,4;30,6;2,4;2,3;3,7;3,5;5,1
2020;Jawa Timur;Kab. Tuban;58,52;15,32;5,78;11,02;0,17;1,62;0,1;1,33;6,14
2020;Jawa Timur;Kab. Gresik;40;1;11;16;2;1;1;1;27
2020;Jawa Timur;Kab. Pamekasan;;;;;;;;;
2020;Jawa Timur;Kab. Sumenep;63,86;1,35;7,61;13,18;;1,31;0,29;0,96;11,44
2020;Jawa Timur;Kota Kediri;;;;;;;;;
2020;Jawa Timur;Kota Blitar;53;13,6;5,2;9,1;0,8;2,9;3;3,4;9
2020;Jawa Timur;Kota Malang;;;;;;;;;
2020;Jawa Timur;Kota Probolinggo;59,25;4,81;10,87;18,38;0,87;0,93;1,38;1,07;2,44
2020;Jawa Timur;Kota Pasuruan;10,11;6,4;1,35;6,06;0,07;0,67;0,07;0,13;75,14
2020;Jawa Timur;Kota Mojokerto;75;5,5;7,5;3;1,8;4;1,2;0,5;1,5
2020;Jawa Timur;Kota Madiun;81;0,5;8;4;3;1;1;1;0,5
2020;Jawa Timur;Kota Surabaya;54,31;1,61;14,63;19,44;0,48;1,47;2,33;1,12;4,61
2020;Banten;Kab. Lebak;30;12;10;15;8;5;5;10;5
2020;Banten;Kab. Serang;63,01;;9,13;20,02;1,21;0,24;;1,83;4,56
2020;Banten;Kota Cilegon;27,37;;27,68;41,41;;;;7,81;
2020;Banten;Kota Serang;65;4;8;20;0,5;0,75;0,5;0,25;1
2020;Banten;Kota Tangerang Selatan;35,63;14,08;13,45;17,37;0,38;0,67;0,48;0,85;17,09
2020;Bali;Kab. Jembrana;11,22;30,88;11,1;22,1;2,1;7;7;2,7;5,9
2020;Bali;Kab. Tabanan;5;39;37;42;;;;2;
2020;Bali;Kab. Badung;16;33,9;5,96;27,61;2,63;2,16;0,67;0,99;10,08
2020;Bali;Kab. Gianyar;;58,73;10,89;17,08;3,15;0,76;0,74;;8,65
2020;Bali;Kab. Bangli;15;67;2;3,11;11;0,09;0,5;1,2;0,1
2020;Bali;Kab. Karangasem;;;;;;;;;
2020;Bali;Kab. Buleleng;2,99;62,57;5,63;10,18;2,82;5,33;4,55;3,33;2,6
2020;Bali;Kota Denpasar;70;6;2;15;;1;1;;5
2020;Nusa Tenggara Barat;Kab. Lombok Timur;36;23;3,5;19;7;4;3;4;0,5
2020;Nusa Tenggara Barat;Kab. Lombok Utara;;;;;;;;;
2020;Nusa Tenggara Timur;Kab. Sumba Tengah;44;13;11;15;2;3;2;2;8
2020;Nusa Tenggara Timur;Kota Kupang;27,4;15,2;13,4;19,8;6,5;3,6;2,15;3,3;8,65
2020;Kalimantan Barat;Kab. Sambas;40;5,6;14,2;25;0,3;1;0,9;2;11
2020;Kalimantan Barat;Kab. Mempawah;10;25;25;20;10;3;2;2;3
2020;Kalimantan Barat;Kab. Sanggau;56,21;13,61;4,73;7,1;;;;2,96;15,39
2020;Kalimantan Barat;Kab. Ketapang;28;4;9;42;2;3;2;1;9
2020;Kalimantan Barat;Kab. Melawi;;;;;;;;;
2020;Kalimantan Barat;Kota Pontianak;83;1,5;7,2;6;2;;0,1;;0,2
2020;Kalimantan Barat;Kota Singkawang;51,61;1,49;1,57;39,22;1,9;1,73;;1,32;1,16
2020;Kalimantan Tengah;Kab. Kotawaringin Barat;50;5;10;12;2;2;2;1;16
2020;Kalimantan Tengah;Kab. Kotawaringin Timur;45,05;5;7,26;20,26;1,82;4,04;1,18;4,33;11,06
2020;Kalimantan Tengah;Kab. Kapuas;37,5;20;13,2;12;0,3;1;;1;15
2020;Kalimantan Tengah;Kab. Barito Utara;30;12;14;20;5;5;2;2;10
2020;Kalimantan Tengah;Kab. Katingan;56,98;2,06;13,17;14,34;4,02;1,78;3,14;3,28;0,95
2020;Kalimantan Tengah;Kab. Sukamara;;;;;;;;;
2020;Kalimantan Tengah;Kab. Pulang Pisau;23,51;26,74;13,31;25,13;3,19;2,41;0,83;1,79;3,09
2020;Kalimantan Tengah;Kab. Barito Timur;32;9;7;37;1;5;6,5;1,2;1,3
2020;Kalimantan Tengah;Kota Palangkaraya;70,05;1,4;7,14;15,14;0,67;1,3;0,9;1,01;2,39
2020;Kalimantan Selatan;Kab. Barito Kuala;59,5;9,5;10,5;12;3,1;1,9;0,5;2;1
2020;Kalimantan Selatan;Kab. Tapin;50,24;3,58;10,5;33,4;0,48;0,88;0,15;0,12;0,64
2020;Kalimantan Selatan;Kab. Hulu Sungai Selatan;55,18;1,48;13,13;25,35;2,9;0,46;0,9;0,4;0,2
2020;Kalimantan Selatan;Kab. Hulu Sungai Tengah;47,8;7,26;10,45;26,12;5,75;0,24;0,35;1,78;0,25
2020;Kalimantan Selatan;Kab. Hulu Sungai Utara;55,78;8,38;8,72;12,41;0,98;0,84;0,06;6,1;6,73
2020;Kalimantan Selatan;Kab. Tabalong;35,6;2,1;16,9;23,9;1,2;2,6;;3,1;14,6
2020;Kalimantan Selatan;Kab. Balangan;57,43;10,37;10,86;14,48;2,08;1,71;0,76;1,21;1,1
2020;Kalimantan Selatan;Kota Banjarmasin;55,89;0,64;9,39;12,77;1,36;14,93;1,63;2,71;0,68
2020;Kalimantan Selatan;Kota Banjarbaru;39,58;11,24;14,55;21,36;0,45;2,22;0,64;1,15;8,81
2020;Kalimantan Timur;Kab. Paser;54,99;0,22;10,2;13,64;1,38;13,56;1,2;3,52;1,29
2020;Kalimantan Timur;Kab. Kutai Kartanegara;73,92;0,98;10,43;7,86;2,04;1,57;0,55;1,75;0,9
2020;Kalimantan Timur;Kab. Penajam Paser Utara;46,13;1,09;20,87;29,83;0,22;0,02;0,67;0,83;0,34
2020;Kalimantan Timur;Kota Balikpapan;42,3;6,36;10,26;7,2;3,87;2,94;0,98;6,56;19,53
2020;Kalimantan Timur;Kota Samarinda;53,39;7;17;19,9;0,65;0,62;0,06;0,92;0,46
2020;Kalimantan Timur;Kota Bontang;44,12;6;27,5;18;2,1;0,03;0,25;1,05;0,95
2020;Kalimantan Utara;Kab. Nunukan;46,4;8,2;23,4;21,3;0,2;0,2;0,1;0,1;0,1
2020;Kalimantan Utara;Kota Tarakan;41;12;16;17;1;2;;;11
2020;Sulawesi Utara;Kab. Minahasa;;;;;;;;;
2020;Sulawesi Utara;Kab. Kepulauan Sangihe;15;35;6;19;5;4;4;7;5
2020;Sulawesi Utara;Kab. Minahasa Selatan;;;;;;;;;
2020;Sulawesi Utara;Kab. Minahasa Utara;52,74;0,75;14,75;20,78;0,3;0,55;0,38;1,75;8
2020;Sulawesi Utara;Kab. Minahasa Tenggara;40;17;10;16;4;3;2;2;6
2020;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;;;;;;;;;
2020;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;;;;;;;;;
2020;Sulawesi Utara;Kota Bitung;49,11;1,14;18,02;18,92;0,26;1,48;1,48;1,83;7,76
2020;Sulawesi Utara;Kota Tomohon;;;;;;;;;
2020;Sulawesi Utara;Kota Kotamobagu;53,5;5;11,8;8,5;5,7;3,6;2,6;2,8;6,5
2020;Sulawesi Tengah;Kab. Banggai;;;;;;;;;
2020;Sulawesi Tengah;Kab. Donggala;35;10;20;13;6;3;3;3;7
2020;Sulawesi Tengah;Kab. Parigi Moutong;;;;;;;;;
2020;Sulawesi Tengah;Kota Palu;70,96;0,77;9,44;10,43;1,9;1,06;0,68;0,59;4,15
2020;Sulawesi Selatan;Kab. Kepulauan Selayar;50;8,17;15;15;4,9;2,6;3,5;0,5;0,33
2020;Sulawesi Selatan;Kab. Bulukumba;5;5;5;10;2;;;0,5;5
2020;Sulawesi Selatan;Kab. Bantaeng;30,13;27,5;11;14;1,24;3;2;1,13;10
2020;Sulawesi Selatan;Kab. Bone;73,4;0,5;10;8,6;3,1;0,4;1,2;1,1;1,7
2020;Sulawesi Selatan;Kab. Maros;70,72;10,04;7,18;8,86;0,98;0,17;0,05;0,03;1,97
2020;Sulawesi Selatan;Kab. Pangkajene Kepulauan;;;;;;;;;
2020;Sulawesi Selatan;Kab. Soppeng;;;;;;;;;
2020;Sulawesi Selatan;Kab. Wajo;42,1;17,1;6,5;19,1;2,3;6,4;2,8;2,2;1,5
2020;Sulawesi Selatan;Kab. Sidenreng Rappang;56;9,6;6,2;6,6;4,5;3,6;4,2;4,4;4,9
2020;Sulawesi Selatan;Kab. Enrekang;;;;;;;;;
2020;Sulawesi Selatan;Kab. Luwu;40;10;25;15;3;1;2;2;2
2020;Sulawesi Selatan;Kab. Luwu Utara;38;41,81;4,3;6,97;0,44;0,51;0,18;1;6,79
2020;Sulawesi Selatan;Kab. Luwu Timur;40;10;25;15;3;1;2;2;2
2020;Sulawesi Selatan;Kota Makassar;14,29;;2,04;5,26;1,67;0,71;;0,49;
2020;Sulawesi Selatan;Kota Parepare;52,3;10,8;11,9;13,75;2,55;1,65;1,9;2,8;2,35
2020;Sulawesi Selatan;Kota Palopo;20;30;15;20;5;5;;5;
2020;Sulawesi Tenggara;Kab. Kolaka;60;5;11;14;5;1;1;2;1
2020;Sulawesi Tenggara;Kab. Buton;;;;;;;;;
2020;Sulawesi Tenggara;Kab. Kolaka Utara;;;;;;;;;
2020;Gorontalo;Kab. Gorontalo;64;12;13;1;1;1;1;1;6
2020;Gorontalo;Kab. Pohuwato;34,13;14,3;10,2;35,89;;;;1,2;4,28
2020;Sulawesi Barat;Kab. Pasangkayu;5;6;30;40;9;;;;10
2020;Sulawesi Barat;Kab. Mamuju;47,03;1,86;16,45;15,79;3,37;2,75;1,4;5,33;6,02
2020;Sulawesi Barat;Kab. Polewali Mandar;58,68;14,35;9,05;9,7;5,55;0,45;0,35;0,27;1,6
2020;Maluku;Kab. Buru Selatan;20;19;16;23;5;4;2;7;4
2020;Maluku;Kota Ambon;39;9;12,3;15,9;7;4,3;3;5;4,5
2020;Maluku Utara;Kab. Halmahera Utara;49,76;15,82;12,74;13,27;0,92;0,63;0,22;2,26;4,38
2020;Maluku Utara;Kab. Pulau Morotai;;;;;;;;;
2020;Maluku Utara;Kota Tidore Kepulauan;34;25;12;11,8;2,3;0,8;1,5;5,8;6,8
2020;Papua;Kab. Biak Numfor;11,93;36,39;24,11;12,54;11,28;0,02;0,14;3,59;0
2020;Papua;Kab. Keerom;10;8;10;35;10;5;15;2;5
2020;Papua;Kota Jayapura;66,39;10,58;4,79;6,6;4,34;2,05;1,08;0,46;3,71
2020;Papua Barat;Kab. Manokwari;44;;11;26;;;;;19
2020;Papua Selatan;Kab. Asmat;20;10;15;40;4;3;3;3;2
2020;Papua Barat Daya;Kab. Sorong Selatan;;;;;;;;;
2020;Papua Barat Daya;Kab. Raja Ampat;0;0;0;0;0;;;0;
2019;Aceh;Kab. Aceh Selatan;;;;;;;;;
2019;Aceh;Kab. Aceh Tengah;20;20;10;25;5;10;5;3;2
2019;Aceh;Kab. Simeulue;5,75;14,5;13,25;35,25;18,75;3,5;3,75;2,25;3
2019;Aceh;Kab. Gayo Lues;40;14;12;17;3;3;2;2;7
2019;Aceh;Kab. Bener Meriah;;;;;;;;;
2019;Aceh;Kota Banda Aceh;35,2;11,5;3;6,8;4,5;7,5;9,3;4,5;17,7
2019;Aceh;Kota Sabang;;;;;;;;;
2019;Aceh;Kota Langsa;17;20;7;7;12;6;8;5;7
2019;Sumatera Utara;Kab. Langkat;22,9;19,9;18,9;14,6;1;3;2;2;7
2019;Sumatera Utara;Kab. Deli Serdang;20,5;14;13,8;30,2;6;5;3;2;5,5
2019;Sumatera Utara;Kab. Asahan;1,16;61,4;7,18;13,04;2;5,48;0,44;1,33;7,97
2019;Sumatera Utara;Kab. Dairi;55,53;10,99;12,48;19,26;0,32;0,35;0,2;0,53;0,34
2019;Sumatera Utara;Kab. Humbang Hasundutan;12;55;10;13;3;1;0,2;0,8;5
2019;Sumatera Utara;Kab. Samosir;25;10,5;20;30;4;2;1;0,5;7
2019;Sumatera Utara;Kota Medan;48;5;17;14;1;4;2;1;8
2019;Sumatera Utara;Kota Pematang Siantar;;;;;;;;;
2019;Sumatera Utara;Kota Tebing Tinggi;;;;;;;;;
2019;Sumatera Barat;Kab. Pesisir Selatan;21,5;19,5;21,8;20;15,5;0,4;1,3;;
2019;Sumatera Barat;Kab. Sijunjung;20,1;18,2;20,4;19;20,4;1,2;0,2;0,5;
2019;Sumatera Barat;Kab. Tanah Datar;69,34;;8,63;6;2,24;1,57;;3,33;8,89
2019;Sumatera Barat;Kab. Agam;62,63;4,99;6,16;13,47;1,05;0,14;0,35;0,28;10,93
2019;Sumatera Barat;Kab. Pasaman;74,83;1,7;10,2;6,8;2,04;0,68;0,68;2,38;0,69
2019;Sumatera Barat;Kab. Dharmasraya;;;19;28;44;;;;
2019;Sumatera Barat;Kota Padang;61,24;8,4;6,1;12,4;0,16;2,9;1,5;2,4;4,9
2019;Sumatera Barat;Kota Solok;41,92;12,68;15,47;20,53;0,56;0,66;0,1;1,65;6,43
2019;Sumatera Barat;Kota Sawahlunto;46;10;15;10;3;5;4;5;2
2019;Sumatera Barat;Kota Padang Panjang;43,15;23,56;14,35;12,67;1,5;0,95;0,8;1,19;1,83
2019;Sumatera Barat;Kota Bukittinggi;;;;;;;;;
2019;Sumatera Barat;Kota Payakumbuh;48,26;5,15;14,15;26,56;0,22;0,89;0,51;0,78;3,48
2019;Riau;Kab. Kampar;20;10;10;35;10;5;5;5;
2019;Riau;Kab. Pelalawan;;;;;;;;;
2019;Riau;Kab. Rokan Hilir;8;33;19;24;3;3;2;2;6
2019;Riau;Kab. Siak;39;15;10;26;1;2;2;3;2
2019;Riau;Kota Pekanbaru;;;;;;;;;
2019;Jambi;Kab. Merangin;28;13;19;15;4;4;3;2;12
2019;Jambi;Kab. Sarolangun;;;;;;;;;
2019;Jambi;Kab. Batanghari;36;15;18,8;14;3,2;3;2;2;6
2019;Jambi;Kab. Muaro Jambi;;;;;;;;;
2019;Jambi;Kab. Bungo;63,13;13,25;1,42;4,48;5,88;3,83;5,73;1,38;0,9
2019;Jambi;Kota Jambi;;;;;;;;;
2019;Jambi;Kota Sungai Penuh;;;;;;;;;100
2019;Sumatera Selatan;Kab. Ogan Komering Ulu;;;;;;;;;
2019;Sumatera Selatan;Kab. Muara Enim;61,02;8,07;7,38;17,18;1,14;1,33;0,36;0,31;3,21
2019;Sumatera Selatan;Kab. Lahat;5;80;1,6;6;1,8;;;0,4;5,1
2019;Sumatera Selatan;Kab. Musi Rawas;43,52;17,41;10,44;22,24;1,55;0,97;2,9;0,58;0,39
2019;Sumatera Selatan;Kab. Musi Banyuasin;58,3;4,8;9,1;21,2;1,1;3;0,8;0,8;0,9
2019;Sumatera Selatan;Kab. Empat Lawang;;;;;;;;;
2019;Sumatera Selatan;Kota Palembang;51,2;6,7;17,2;18;0,6;2,8;0,5;1,2;1,9
2019;Sumatera Selatan;Kota Prabumulih;56,71;7,8;5,3;24,75;0,63;1,22;0,33;0,76;2,5
2019;Bengkulu;Kab. Bengkulu Selatan;40;20;19,5;8;1,5;2;1;5;3
2019;Bengkulu;Kab. Bengkulu Utara;31,6;37,5;7,4;6,3;5,1;0,8;2,9;2,5;5,9
2019;Bengkulu;Kab. Lebong;;;;;;;;;
2019;Bengkulu;Kab. Kepahiang;;;;;;;;;
2019;Bengkulu;Kab. Bengkulu Tengah;15;50;15;17,2;2;0,5;0,1;0,2;
2019;Lampung;Kab. Lampung Barat;20;15;10;35;2;0,5;0,5;0,2;16,8
2019;Lampung;Kab. Way Kanan;0,6;0,17;0,05;0,09;0,05;0,02;0,02;0,01;0
2019;Lampung;Kab. Pringsewu;50;15;5;20;1;0,25;0,25;0,25;8,25
2019;Lampung;Kota Bandar Lampung;30;5;5;30;5;2;10;6;7
2019;Lampung;Kota Metro;56,47;6,24;9,4;24,07;0,56;1,25;0,27;0,88;0,86
2019;Kepulauan Bangka Belitung;Kab. Bangka;26,17;30,86;11,5;18,82;0,62;3,79;0,42;0,66;7,16
2019;Kepulauan Bangka Belitung;Kab. Bangka Selatan;19,99;37,46;10,04;17,42;12,67;0,78;0,65;0,54;0,45
2019;Kepulauan Bangka Belitung;Kab. Bangka Tengah;40;14;10;15;2;12;4;1;2
2019;Kepulauan Bangka Belitung;Kota Pangkal Pinang;;;;;;;;;
2019;Kepulauan Riau;Kab. Bintan;37,5;5,6;23,6;14,1;0,6;5,2;4,5;2,5;6,4
2019;Kepulauan Riau;Kab. Karimun;25;18;20;23,5;4,5;3;1,4;4;0,6
2019;Kepulauan Riau;Kab. Natuna;;;;;;;;;
2019;Kepulauan Riau;Kab. Lingga;40,8;10,3;17,1;12,8;1,6;9,5;4,8;1,6;1,5
2019;Kepulauan Riau;Kab. Kepulauan Anambas;;;;;;;;;
2019;Kepulauan Riau;Kota Batam;49;9;10;19;1;2;0;1;9
